rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,arxiv:2602.03973v1,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv,http://arxiv.org/abs/2602.03973v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2603.12510v3,Red-Teaming Vision-Language-Action Models via Quality Diversity Prompt Generation for Robust Robot Policies,2026,arXiv,http://arxiv.org/abs/2603.12510v3,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/icra57147.2024.10610443,LLM-Grounder: Open-Vocabulary 3D Visual Grounding with Large Language Model as an Agent,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10610443,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3390/s26113541,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,https://doi.org/10.3390/s26113541,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:2503.08548v1,TLA: Tactile-Language-Action Model for Contact-Rich Manipulation,2025,arXiv,http://arxiv.org/abs/2503.08548v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
16,arxiv:2507.09160v1,Tactile-VLA: Unlocking Vision-Language-Action Model's Physical Knowledge for Tactile Generalization,2025,arXiv,http://arxiv.org/abs/2507.09160v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
17,arxiv:2308.16893v1,Language-Conditioned Path Planning,2023,arXiv,http://arxiv.org/abs/2308.16893v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.15607/rss.2021.xvii.047,Language Conditioned Imitation Learning Over Unstructured Data,2021,Robotics: Science and Systems XVII,https://doi.org/10.15607/rss.2021.xvii.047,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
19,arxiv:2508.10333v1,ReconVLA: Reconstructive Vision-Language-Action Model as Effective Robot Perceiver,2025,arXiv,http://arxiv.org/abs/2508.10333v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
20,arxiv:2112.03227v4,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,2021,arXiv,http://arxiv.org/abs/2112.03227v4,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1609/aaai.v40i22.38882,STOLA: Self-Adaptive Touch-Language Framework for Tactile Commonsense Reasoning in Open-Ended Scenarios,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38882,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.20944/preprints202601.0910.v1,State Drift in Language-Conditioned Autonomous Agents: A Failure Mode of Long-Horizon Reasoning,,,https://doi.org/10.20944/preprints202601.0910.v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1609/aaai.v40i22.38921,ReconVLA: Reconstructive Vision-Language-Action Model as Effective Robot Perceiver,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38921,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1609/aaai.v40i29.39677,Continuous Vision-Language-Action Co-Learning with Semantic-Physical Alignment for Behavioral Cloning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i29.39677,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/cvpr52734.2025.02303,MIMO: A medical vision language model with visual referring multimodal input and pixel grounding multimodal output,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.02303,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
26,arxiv:2511.17889v1,MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots,2025,arXiv,http://arxiv.org/abs/2511.17889v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
27,arxiv:2510.19655v2,LaViRA: Language-Vision-Robot Actions Translation for Zero-Shot Vision Language Navigation in Continuous Environments,2025,arXiv,http://arxiv.org/abs/2510.19655v2,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
28,arxiv:2601.15197v7,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,2026,arXiv,http://arxiv.org/abs/2601.15197v7,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1109/wacv61041.2025.00782,Learning Visual Grounding from Generative Vision and Language Model,2025,2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),https://doi.org/10.1109/wacv61041.2025.00782,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2512.02161v1,FineGRAIN: Evaluating Failure Modes of Text-to-Image Models with Vision Language Model Judges,2025,arXiv,http://arxiv.org/abs/2512.02161v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1109/cvpr52734.2025.00872,Your Large Vision-Language Model Only Needs A Few Attention Heads For Visual Grounding,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.00872,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1109/cvpr52734.2025.01356,What’s in the Imageƒ A Deep-Dive into the Vision of Vision Language Models,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.01356,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
33,arxiv:2411.19103v1,VARCO-VISION: Expanding Frontiers in Korean Vision-Language Models,2024,arXiv,http://arxiv.org/abs/2411.19103v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1145/3701716.3717565,CubeRobot: Grounding Language in Rubik's Cube Manipulation via Vision-Language Model,2025,Companion Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3701716.3717565,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.18653/v1/2025.naacl-long.89,VividMed: Vision Language Model with Versatile Visual Grounding for Medicine,2025,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.naacl-long.89,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.36227/techrxiv.175021940.06537275/v1,Large Language Model Evaluation in 2025: Smarter Metrics That Separate Hype from Trust,,,https://doi.org/10.36227/techrxiv.175021940.06537275/v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.1109/icra57147.2024.10611232,Grounding Conversational Robots on Vision Through Dense Captioning and Large Language Models,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611232,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2510.24055v1,Language-Conditioned Representations and Mixture-of-Experts Policy for Robust Multi-Task Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2510.24055v1,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1109/icra55743.2025.11127275,Ground-Level Viewpoint Vision-and-Language Navigation in Continuous Environments,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127275,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.18653/v1/2025.findings-acl.501,R-VLM: Region-Aware Vision Language Model for Precise GUI Grounding,2025,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.501,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
41,arxiv:2307.06135v2,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Robot Task Planning,2023,arXiv,http://arxiv.org/abs/2307.06135v2,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1109/lra.2024.3491428,DLO Perceiver: Grounding Large Language Model for Deformable Linear Objects Perception,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3491428,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1109/iccvw60793.2023.00037,ClipCrop: Conditioned Cropping Driven by Vision-Language Model,2023,2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),https://doi.org/10.1109/iccvw60793.2023.00037,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1016/j.rcim.2025.103152,VTLG: A vision-tactile-language grasp generation method oriented towards task,2026,Robotics and Computer-Integrated Manufacturing,https://doi.org/10.1016/j.rcim.2025.103152,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1109/iccv51701.2025.02471,LangTraj: Diffusion Model and Dataset for Language-Conditioned Trajectory Simulation,2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),https://doi.org/10.1109/iccv51701.2025.02471,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1145/3746027.3755299,A Satellite-Ground Synergistic Large Vision-Language Model System for Earth Observation,2025,Proceedings of the 33rd ACM International Conference on Multimedia,https://doi.org/10.1145/3746027.3755299,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.3390/drones9120875,From Prompts to Paths: Large Language Models for Zero-Shot Planning in Unmanned Ground Vehicle Simulation,2025,Drones,https://doi.org/10.3390/drones9120875,Addresses tactile-language-action models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Tactile language grounding debt keeps action-critical alternatives explicit until a physical observation collapses them.
