split,seed,episode_id,task,object_family,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,true_fragile,language_fragile,vision_fragile,tactile_fragile,true_slippery,language_slippery,vision_slippery,tactile_slippery,true_heavy,language_heavy,vision_heavy,tactile_heavy,true_full,language_full,vision_full,tactile_full,true_soft,language_soft,vision_soft,tactile_soft,true_locked,language_locked,vision_locked,tactile_locked
seen_clean,0,13,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.78428,0.65409,0.92962,0,0.02000,0.46597,0.10842,0,0.14102,0.02000,0.10339,0,0.20305,0.14146,0.27668,0,0.56677,0.22814,0.23978,0,0.27230,0.35669,0.02000
seen_clean,0,14,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,0,0.31006,0.37698,0.26533,0,0.60961,0.24310,0.14371,1,0.63684,0.79304,0.86353,0,0.50701,0.36512,0.20736,1,0.93135,0.78372,0.92567,0,0.30827,0.23145,0.29037
seen_clean,0,15,handoff,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.64178,0.87866,0.80681,0,0.03306,0.25568,0.15775,1,0.75943,0.91866,0.87015,0,0.36333,0.12601,0.07455,1,0.61991,0.74619,0.76975,0,0.38961,0.21239,0.20893
seen_clean,0,16,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.30240,0.09898,0.06292,0,0.33945,0.29349,0.15429,1,0.63965,0.98000,0.96138,0,0.25727,0.15058,0.15966,1,0.83681,0.79796,0.86205,0,0.50894,0.34834,0.18962
seen_clean,0,17,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,0,0.08216,0.37608,0.24817,1,0.94277,0.76886,0.93331,1,0.70895,0.88273,0.92872,0,0.34525,0.21968,0.10486,0,0.10106,0.18434,0.12244,1,0.77171,0.71286,0.93494
seen_clean,0,18,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.31276,0.17861,0.12520,0,0.17192,0.07500,0.19016,0,0.02000,0.05677,0.12734,0,0.60963,0.19429,0.05297,1,0.69381,0.66674,0.95606,1,0.40027,0.84817,0.93011
seen_clean,0,19,pour,opaque_cup,0.08000,0.05000,0.08000,0.03000,1,0.55243,0.89476,0.92630,1,0.80042,0.82822,0.98000,0,0.02000,0.08973,0.02000,1,0.83596,0.93604,0.98000,0,0.46127,0.35632,0.11026,0,0.30577,0.28560,0.07414
seen_clean,0,20,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,0,0.09886,0.27721,0.09167,0,0.29138,0.28526,0.07100,1,0.58340,0.93332,0.95991,0,0.23960,0.08849,0.08217,0,0.22707,0.15719,0.19679,0,0.33068,0.19793,0.04847
seen_clean,0,21,handoff,thin_shell,0.08000,0.05000,0.08000,0.03000,1,0.86809,0.70283,0.87313,0,0.02000,0.23771,0.03867,0,0.10218,0.22214,0.11629,1,0.70559,0.76661,0.98000,0,0.41665,0.06987,0.19021,1,0.64050,0.75063,0.87006
seen_clean,0,22,slide,thin_shell,0.08000,0.05000,0.08000,0.03000,1,0.62032,0.86176,0.95985,0,0.27042,0.07161,0.10692,1,0.67760,0.74099,0.79217,1,0.58184,0.82871,0.92126,1,0.76619,0.72496,0.98000,0,0.42054,0.03282,0.10694
seen_clean,0,23,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,1,0.85960,0.82961,0.78789,1,0.92404,0.84914,0.79170,0,0.28059,0.13132,0.21419,0,0.45335,0.21506,0.11658,1,0.73206,0.82186,0.98000,0,0.42561,0.23986,0.19223
seen_clean,0,24,pick,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.90130,0.92125,0.90644,0,0.03995,0.09285,0.16233,0,0.02000,0.08955,0.03570,0,0.45336,0.26348,0.02000,0,0.52609,0.31292,0.10306,0,0.35572,0.15224,0.17610
seen_clean,0,25,pour,opaque_cup,0.08000,0.05000,0.08000,0.03000,1,0.63004,0.78314,0.91765,0,0.17263,0.02713,0.22172,0,0.38703,0.02000,0.18111,1,0.77269,0.70550,0.93308,1,0.71833,0.63728,0.98000,0,0.34093,0.28742,0.07787
seen_clean,0,26,open,latched_box,0.08000,0.05000,0.08000,0.03000,0,0.02000,0.25730,0.19618,0,0.45821,0.24166,0.02000,0,0.47268,0.15792,0.09719,0,0.46993,0.20446,0.06337,1,0.98000,0.73096,0.86088,1,0.83099,0.61332,0.80378
seen_clean,0,27,handoff,thin_shell,0.08000,0.05000,0.08000,0.03000,1,0.80752,0.78540,0.74992,0,0.17823,0.12361,0.04056,0,0.03080,0.02000,0.07058,0,0.37273,0.29159,0.12963,1,0.63161,0.68944,0.82192,0,0.39169,0.02000,0.29439
seen_clean,0,28,slide,glass_part,0.08000,0.05000,0.08000,0.03000,1,0.73507,0.73615,0.70491,0,0.23819,0.13030,0.29267,1,0.63984,0.74949,0.92671,0,0.34182,0.17591,0.14080,1,0.95041,0.77936,0.73131,0,0.50064,0.24207,0.21478
seen_clean,0,29,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,0,0.25811,0.43500,0.08449,0,0.18743,0.04500,0.02000,0,0.09187,0.11228,0.07497,0,0.31570,0.09694,0.20684,1,0.89680,0.88567,0.83053,0,0.50033,0.25996,0.17211
seen_clean,0,30,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.28676,0.17709,0.21035,0,0.32506,0.18842,0.06311,0,0.03634,0.08888,0.14154,0,0.07917,0.18915,0.23768,0,0.18488,0.14451,0.15141,1,0.66386,0.76167,0.81146
seen_clean,0,31,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.44429,0.83911,0.89062,0,0.09464,0.04946,0.13057,0,0.47938,0.22712,0.14864,0,0.09407,0.93980,0.27687,0,0.35718,0.28787,0.27463,1,0.76296,0.80082,0.89702
seen_clean,0,32,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,0,0.12597,0.14954,0.09060,1,0.50890,0.83056,0.88793,0,0.37103,0.20671,0.14467,0,0.44591,0.24142,0.06311,0,0.02000,0.25765,0.23448,0,0.02000,0.95636,0.06520
seen_clean,0,33,handoff,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.21455,0.15269,0.17322,0,0.09252,0.19651,0.03737,0,0.02000,0.13902,0.07548,0,0.26316,0.08818,0.04381,0,0.49501,0.12855,0.12314,0,0.42996,0.31888,0.16557
seen_clean,0,34,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.22893,0.21302,0.07594,0,0.17411,0.02000,0.07239,1,0.71337,0.73301,0.89498,0,0.26578,0.29860,0.03109,1,0.74836,0.86344,0.86962,0,0.15966,0.11204,0.11874
seen_clean,0,35,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,1,0.83433,0.23211,0.81836,0,0.25427,0.91462,0.09571,0,0.37649,0.18840,0.09058,1,0.48975,0.74810,0.74737,1,0.89196,0.76156,0.89388,0,0.21445,0.24576,0.15301
seen_clean,0,36,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.17556,0.38113,0.04041,0,0.35330,0.21726,0.02000,0,0.02000,0.14635,0.13110,0,0.33997,0.27633,0.03232,1,0.71087,0.63605,0.98000,0,0.31818,0.28859,0.03194
seen_clean,0,37,pour,opaque_cup,0.08000,0.05000,0.08000,0.03000,1,0.36960,0.68406,0.96603,0,0.27520,0.10421,0.02000,1,0.86760,0.93671,0.74632,1,0.85365,0.76061,0.85364,1,0.60374,0.70656,0.81459,0,0.38026,0.17717,0.21024
seen_clean,0,38,open,latched_box,0.08000,0.05000,0.08000,0.03000,1,0.66427,0.89617,0.93165,1,0.60069,0.87435,0.90295,0,0.30135,0.23415,0.02318,0,0.21304,0.19881,0.22972,0,0.21412,0.30125,0.18778,1,0.81931,0.69220,0.91716
seen_clean,0,39,handoff,oily_block,0.08000,0.05000,0.08000,0.03000,0,0.33605,0.20405,0.02563,1,0.86987,0.90437,0.85775,0,0.14396,0.21024,0.06510,1,0.71413,0.93539,0.71912,0,0.44264,0.28903,0.17279,1,0.81822,0.72747,0.85806
seen_clean,0,40,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.35063,0.07823,0.06175,0,0.30534,0.07418,0.08547,1,0.65693,0.96031,0.86493,0,0.32302,0.02000,0.03782,0,0.15852,0.07260,0.03626,0,0.43575,0.19329,0.11362
seen_clean,0,41,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,0,0.13112,0.22198,0.35822,0,0.13791,0.03840,0.07505,0,0.60661,0.03666,0.02000,0,0.36318,0.16569,0.09130,1,0.64687,0.65282,0.94904,0,0.52750,0.21118,0.19213
seen_clean,0,42,pick,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.09458,0.24402,0.22488,0,0.18903,0.28168,0.15679,1,0.93783,0.79120,0.96737,0,0.41635,0.15882,0.13279,0,0.33587,0.21886,0.13240,0,0.40814,0.25816,0.12802
seen_clean,0,43,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.67143,0.87727,0.98000,1,0.85093,0.03657,0.98000,0,0.19642,0.23183,0.02000,0,0.22438,0.11985,0.16613,1,0.53709,0.69904,0.75141,0,0.39868,0.09544,0.15689
seen_clean,0,44,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,1,0.70344,0.81568,0.97827,0,0.35027,0.12107,0.12612,0,0.38940,0.12280,0.24653,0,0.34617,0.21511,0.24449,0,0.25611,0.28988,0.02730,0,0.39058,0.08829,0.15527
seen_clean,0,45,handoff,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.78848,0.67590,0.83286,0,0.11817,0.16551,0.20293,0,0.24657,0.16208,0.10455,0,0.18237,0.08593,0.18228,0,0.27686,0.22673,0.14211,0,0.44181,0.27206,0.24446
seen_clean,0,46,slide,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.39064,0.24915,0.19586,0,0.34754,0.06996,0.18341,0,0.02000,0.90328,0.13419,0,0.28957,0.12998,0.23943,0,0.19942,0.24501,0.19058,1,0.65205,0.74123,0.97325
seen_clean,0,47,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,0,0.21774,0.14111,0.12254,0,0.42344,0.02000,0.17957,1,0.66640,0.65544,0.89999,0,0.33614,0.25476,0.13226,0,0.06451,0.13219,0.19045,0,0.33007,0.18880,0.18178
seen_clean,1,0,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.32710,0.23037,0.27723,0,0.29445,0.31615,0.04029,0,0.12182,0.04623,0.18849,0,0.42824,0.11554,0.14257,1,0.51775,0.80847,0.84140,0,0.28828,0.26116,0.22406
seen_clean,1,1,pour,opaque_cup,0.08000,0.05000,0.08000,0.03000,1,0.68451,0.68899,0.88958,0,0.06976,0.14063,0.21361,0,0.38830,0.31612,0.08575,1,0.90391,0.78753,0.78672,0,0.36043,0.28346,0.05975,0,0.35219,0.21974,0.12700
seen_clean,1,2,open,latched_box,0.08000,0.05000,0.08000,0.03000,1,0.85631,0.79945,0.77729,0,0.40199,0.31554,0.24763,0,0.35084,0.28678,0.30365,0,0.40510,0.09992,0.11760,1,0.80394,0.72401,0.90445,1,0.81473,0.72327,0.92995
seen_clean,1,3,handoff,thin_shell,0.08000,0.05000,0.08000,0.03000,1,0.81185,0.85727,0.95318,0,0.23654,0.30372,0.07863,0,0.21920,0.18068,0.20672,0,0.29287,0.18133,0.27628,0,0.42130,0.27043,0.08183,0,0.58835,0.21216,0.24198
seen_clean,1,4,slide,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.49842,0.27275,0.16194,0,0.04043,0.10869,0.02000,0,0.34231,0.15005,0.02000,0,0.15676,0.02000,0.18807,0,0.27025,0.22760,0.05997,0,0.58958,0.28100,0.06101
seen_clean,1,5,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,1,0.72342,0.81174,0.82495,0,0.04340,0.02000,0.19885,0,0.41145,0.20321,0.16021,0,0.53994,0.16335,0.17967,1,0.64729,0.27473,0.83589,0,0.51046,0.12096,0.12412
seen_clean,1,6,pick,polished_cylinder,0.08000,0.05000,0.08000,0.03000,0,0.03947,0.80308,0.29191,1,0.78857,0.83929,0.75661,1,0.90091,0.78217,0.90306,0,0.39773,0.23407,0.14407,0,0.30333,0.21243,0.11922,0,0.36882,0.14300,0.21754
seen_clean,1,7,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.35429,0.92185,0.80942,0,0.20081,0.19122,0.29127,0,0.19521,0.02386,0.02000,0,0.25661,0.20379,0.03888,1,0.65624,0.86830,0.88918,0,0.51150,0.25445,0.19618
seen_clean,1,8,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,1,0.72623,0.18331,0.79579,0,0.38829,0.15808,0.05867,0,0.44047,0.20455,0.30070,1,0.45056,0.76968,0.97073,0,0.28729,0.25969,0.02000,0,0.15216,0.22433,0.15782
seen_clean,1,9,handoff,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.88276,0.68240,0.92593,0,0.19802,0.16185,0.03131,1,0.80418,0.89363,0.96665,0,0.34513,0.15215,0.23611,0,0.43653,0.20170,0.07984,0,0.30142,0.26633,0.13764
seen_clean,1,10,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.30478,0.21933,0.14045,0,0.21538,0.15011,0.10522,1,0.91009,0.63864,0.81151,0,0.21040,0.10651,0.11762,0,0.06225,0.44699,0.11133,0,0.33592,0.18062,0.13369
seen_clean,1,11,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,0,0.31621,0.38154,0.17602,0,0.13758,0.31215,0.17881,0,0.20994,0.09814,0.08529,1,0.67719,0.84590,0.87237,0,0.09238,0.18484,0.02000,0,0.31379,0.23390,0.03138
seen_clean,1,12,pick,oily_block,0.08000,0.05000,0.08000,0.03000,0,0.33570,0.07200,0.02000,1,0.61605,0.84414,0.91964,0,0.36356,0.21810,0.13192,0,0.47231,0.42659,0.02886,1,0.77145,0.79145,0.93329,1,0.75066,0.74962,0.98000
seen_clean,1,13,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,0,0.24719,0.25673,0.08190,0,0.31057,0.14351,0.02664,0,0.02348,0.27671,0.02000,0,0.19844,0.02000,0.08186,1,0.75941,0.77553,0.98000,0,0.23721,0.37521,0.21258
seen_clean,1,14,open,latched_box,0.08000,0.05000,0.08000,0.03000,0,0.33654,0.23246,0.23248,1,0.69357,0.98000,0.90167,1,0.54529,0.70993,0.80983,0,0.25373,0.14517,0.16592,0,0.20658,0.26594,0.12969,1,0.85225,0.67320,0.88800
seen_clean,1,15,handoff,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.42023,0.07610,0.15179,0,0.24716,0.02000,0.16885,0,0.26744,0.17270,0.09549,0,0.31915,0.27811,0.10907,1,0.72531,0.66993,0.79983,0,0.18402,0.21154,0.26092
seen_clean,1,16,slide,polished_cylinder,0.08000,0.05000,0.08000,0.03000,0,0.23401,0.21449,0.02000,1,0.76648,0.75004,0.80748,0,0.11555,0.08838,0.10979,0,0.36724,0.28043,0.24881,0,0.06562,0.21468,0.03384,1,0.62593,0.65910,0.82261
seen_clean,1,17,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,1,0.89908,0.78259,0.94660,0,0.31943,0.18439,0.35038,0,0.34614,0.34768,0.06923,0,0.29308,0.23457,0.11524,1,0.95588,0.80405,0.85345,0,0.32932,0.32365,0.11693
seen_clean,1,18,pick,oily_block,0.08000,0.05000,0.08000,0.03000,0,0.02000,0.26974,0.04796,1,0.70446,0.79250,0.81270,0,0.16303,0.20424,0.02000,0,0.29798,0.46783,0.05747,0,0.43460,0.23011,0.17328,0,0.48524,0.20959,0.12427
seen_clean,1,19,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,0,0.38209,0.12628,0.21221,0,0.19139,0.15505,0.17298,0,0.02000,0.20262,0.02462,0,0.02000,0.10241,0.12987,0,0.33813,0.22552,0.14742,0,0.33727,0.16488,0.11123
seen_clean,1,20,open,latched_box,0.08000,0.05000,0.08000,0.03000,1,0.63288,0.83844,0.77769,0,0.21361,0.14392,0.20239,1,0.87337,0.83994,0.89924,0,0.51798,0.09441,0.22603,1,0.76631,0.80375,0.86624,1,0.98000,0.71875,0.97155
seen_clean,1,21,handoff,glass_part,0.08000,0.05000,0.08000,0.03000,1,0.74414,0.76055,0.81022,1,0.82183,0.88877,0.92524,1,0.92479,0.74409,0.93933,0,0.22624,0.07301,0.22716,0,0.35280,0.13498,0.02000,0,0.20365,0.11575,0.02000
seen_clean,1,22,slide,glass_part,0.08000,0.05000,0.08000,0.03000,1,0.72830,0.72379,0.92330,1,0.54958,0.72692,0.91675,1,0.73038,0.80621,0.82608,1,0.64345,0.63645,0.98000,0,0.18874,0.24585,0.04771,0,0.44621,0.27257,0.22966
seen_clean,1,23,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,0,0.07908,0.20823,0.17533,1,0.79862,0.85019,0.71132,1,0.54829,0.97949,0.97914,1,0.51722,0.82383,0.94978,0,0.10449,0.10140,0.14290,0,0.39981,0.11094,0.15431
seen_clean,1,24,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.22019,0.16286,0.02000,0,0.16694,0.19007,0.14693,0,0.07214,0.02000,0.13318,0,0.41250,0.22338,0.11048,0,0.55673,0.15668,0.16097,1,0.78440,0.83213,0.73136
seen_clean,1,25,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.61278,0.90571,0.90958,0,0.22775,0.03211,0.10428,1,0.70171,0.91512,0.87996,0,0.02000,0.15975,0.16784,0,0.33985,0.47166,0.15466,0,0.14560,0.27508,0.14957
seen_clean,1,26,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,1,0.73983,0.65821,0.87242,0,0.45942,0.23366,0.12333,1,0.58342,0.97382,0.90280,1,0.64820,0.96192,0.98000,0,0.04982,0.35030,0.04590,0,0.38908,0.62333,0.14716
seen_clean,1,27,handoff,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.22597,0.29727,0.10309,0,0.14412,0.29346,0.12307,0,0.08456,0.16818,0.10662,0,0.41487,0.05114,0.16849,0,0.29139,0.23973,0.04932,0,0.24868,0.27388,0.04918
seen_clean,1,28,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.34948,0.12809,0.18558,0,0.18034,0.85018,0.08760,1,0.95507,0.84884,0.86481,1,0.68485,0.84125,0.69474,1,0.98000,0.81006,0.93958,0,0.26042,0.04061,0.02000
seen_clean,1,29,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,1,0.96803,0.74490,0.90993,0,0.09444,0.02000,0.14945,1,0.69115,0.83677,0.91845,1,0.65602,0.88835,0.83613,1,0.83549,0.84196,0.90358,0,0.36675,0.10340,0.14083
seen_clean,1,30,pick,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.79706,0.67172,0.83341,0,0.35281,0.98000,0.16268,0,0.18092,0.25066,0.02794,0,0.33284,0.07663,0.06081,0,0.27699,0.34150,0.10738,0,0.31509,0.26634,0.21705
seen_clean,1,31,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.63417,0.69381,0.83310,0,0.02000,0.22808,0.25611,0,0.08168,0.09815,0.09288,0,0.20058,0.27826,0.25051,0,0.26026,0.31630,0.22250,0,0.38687,0.20860,0.02000
seen_clean,1,32,open,latched_box,0.08000,0.05000,0.08000,0.03000,0,0.30700,0.36880,0.14598,0,0.31439,0.17421,0.18069,0,0.35555,0.10085,0.07912,0,0.26956,0.20270,0.15899,0,0.13470,0.87268,0.12623,1,0.76578,0.63677,0.81602
seen_clean,1,33,handoff,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.30385,0.33363,0.18385,0,0.06932,0.13168,0.11495,0,0.08695,0.09271,0.22291,0,0.41826,0.40615,0.07706,0,0.30648,0.17922,0.04604,1,0.56181,0.69793,0.93593
seen_clean,1,34,slide,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.12528,0.21013,0.06473,0,0.35286,0.26215,0.13414,1,0.71215,0.74906,0.98000,1,0.76032,0.80205,0.91289,0,0.32333,0.38684,0.02000,0,0.47294,0.07301,0.27028
seen_clean,1,35,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,0,0.18893,0.26088,0.02590,0,0.11339,0.20876,0.12225,0,0.38832,0.24156,0.18116,0,0.34212,0.05755,0.02000,0,0.12705,0.28678,0.06444,0,0.49182,0.14954,0.11178
seen_clean,1,36,pick,dense_block,0.08000,0.05000,0.08000,0.03000,0,0.07094,0.32268,0.10232,0,0.07814,0.02000,0.10734,1,0.61001,0.86417,0.98000,0,0.25788,0.15966,0.11020,0,0.20615,0.23824,0.11458,0,0.32207,0.06822,0.03155
seen_clean,1,37,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,1,0.71630,0.87622,0.88565,1,0.70008,0.92756,0.93475,1,0.58638,0.81461,0.81825,0,0.20882,0.23085,0.20516,0,0.33141,0.21156,0.13494,0,0.20867,0.19118,0.15072
seen_clean,1,38,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,0,0.02000,0.14499,0.20421,0,0.38700,0.18451,0.11072,0,0.61689,0.12413,0.13381,0,0.33139,0.17658,0.02000,0,0.24881,0.41697,0.09497,0,0.19483,0.38040,0.05849
seen_clean,1,39,handoff,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.18973,0.18203,0.06737,0,0.19724,0.07502,0.05624,0,0.21120,0.18469,0.13506,0,0.50360,0.14607,0.10590,0,0.34329,0.18814,0.08244,0,0.55888,0.30938,0.18183
seen_clean,1,40,slide,polished_cylinder,0.08000,0.05000,0.08000,0.03000,0,0.29724,0.35071,0.09341,1,0.71005,0.88889,0.92086,0,0.17036,0.11613,0.08773,0,0.15809,0.06727,0.07712,0,0.19654,0.20363,0.13555,0,0.37569,0.28073,0.27156
seen_clean,1,41,insert,foam_insert,0.08000,0.05000,0.08000,0.03000,0,0.07824,0.22960,0.18564,0,0.04472,0.79882,0.10876,0,0.50115,0.16768,0.13880,0,0.40011,0.10433,0.13848,1,0.81480,0.61741,0.91478,0,0.43938,0.30441,0.10355
seen_clean,1,42,pick,generic_part,0.08000,0.05000,0.08000,0.03000,0,0.35402,0.24908,0.13939,0,0.02000,0.15712,0.22372,0,0.10818,0.25016,0.07295,0,0.32912,0.32484,0.15476,1,0.78042,0.76885,0.92945,0,0.48209,0.22429,0.02000
seen_clean,1,43,pour,empty_cup,0.08000,0.05000,0.08000,0.03000,0,0.57720,0.36096,0.12351,1,0.71965,0.70619,0.85066,0,0.11674,0.16414,0.18541,0,0.38504,0.24610,0.10290,1,0.77137,0.68735,0.86443,0,0.52653,0.11117,0.17743
seen_clean,1,44,open,loose_lid_box,0.08000,0.05000,0.08000,0.03000,0,0.16484,0.32336,0.28006,0,0.24691,0.11353,0.06281,0,0.34626,0.02000,0.16022,0,0.32935,0.04812,0.25826,0,0.22053,0.25563,0.07488,0,0.26981,0.17138,0.12648
seen_clean,1,45,handoff,ceramic_tool,0.08000,0.05000,0.08000,0.03000,1,0.98000,0.86327,0.91233,0,0.29152,0.35277,0.09068,0,0.06853,0.14417,0.19849,0,0.15478,0.02353,0.19133,1,0.56721,0.85197,0.79487,0,0.20160,0.34774,0.12393
seen_clean,1,46,slide,glass_part,0.08000,0.05000,0.08000,0.03000,1,0.70636,0.76414,0.82698,0,0.25899,0.09702,0.06223,1,0.82052,0.98000,0.73841,0,0.25830,0.16582,0.24379,0,0.02000,0.37137,0.11145,0,0.50699,0.34326,0.05998
seen_clean,1,47,insert,rigid_insert,0.08000,0.05000,0.08000,0.03000,1,0.88632,0.73321,0.88203,1,0.70877,0.92187,0.97259,0,0.19411,0.09945,0.16169,0,0.29228,0.30385,0.08600,0,0.21522,0.29979,0.14697,1,0.71806,0.66099,0.85979
